geometry_type,surface_area,volume,frontal_area,length,width,height,rear_wing_angle,slant_angle,velocity,reynolds,drag,lift
sedan,9.935,4.055,2.034,4.057,1.868,1.336,4.0,10.6,29.83,7982870,0.26446,0.15956
fsae,8.081,1.241,1.402,3.251,1.678,1.101,32.2,1.2,28.54,6120286,0.97269,-2.9027
cylinder,5.781,0.931,0.833,1.149,0.566,0.672,0.0,0.0,48.49,3675133,0.2933,0.01693
suv,13.933,6.187,2.647,4.431,1.963,1.848,2.5,5.2,29.46,8610637,0.36435,0.15586
ahmed_body,4.467,0.645,0.09,0.991,0.391,0.274,0.0,4.0,46.66,3050136,0.25748,0.03275
wedge,5.196,0.772,0.244,1.99,0.692,0.837,0.0,36.2,40.72,5345172,0.64837,0.22214
wedge,1.685,0.215,0.768,0.515,0.857,0.827,0.0,44.5,29.12,989235,0.7408,0.27871
fsae,6.612,1.477,1.257,3.94,1.587,1.09,34.8,5.0,45.41,11801807,0.9321,-2.90179
fsae,7.293,1.187,1.422,3.737,1.365,1.235,30.4,2.8,25.45,6273526,0.90276,-2.72221
sedan,10.896,4.122,2.292,4.35,1.771,1.311,4.1,10.3,25.61,7348516,0.25985,0.13833
suv,17.559,4.858,2.988,4.826,2.072,1.601,1.0,7.9,25.07,7980727,0.38297,0.13555
ahmed_body,4.64,0.973,0.089,0.94,0.38,0.286,0.0,0.6,36.57,2267533,0.24691,0.01785
suv,12.969,5.029,3.01,4.549,1.926,1.7,1.0,5.5,25.81,7744703,0.36027,0.12811
fsae,8.456,1.229,1.491,4.363,1.553,1.098,42.0,2.0,24.29,6990585,1.04882,-3.24246
fsae,7.546,1.597,1.393,3.714,1.446,1.251,33.3,4.1,40.03,9806822,0.97549,-2.75579
ahmed_body,4.624,0.769,0.081,0.925,0.354,0.276,0.0,30.8,43.89,2677985,0.31224,0.11386
sphere,10.842,3.974,0.757,0.209,0.149,1.102,0.0,0.0,27.33,376779,0.30801,0.00591
cylinder,3.766,2.691,1.971,0.795,0.71,0.339,0.0,0.0,13.05,684350,0.31386,-0.00889
fsae,7.416,0.953,1.036,3.798,1.491,1.031,27.1,1.8,27.83,6972186,0.94344,-2.39983
fsae,5.82,1.419,1.165,3.947,1.301,1.039,39.3,3.9,35.63,9276491,0.96131,-2.94492
sedan,9.086,3.893,2.071,4.932,1.899,1.393,3.6,10.8,34.88,11347504,0.25614,0.15047
sedan,10.755,3.1,1.911,4.586,1.696,1.439,1.8,13.5,24.28,7344860,0.26646,0.13153
airfoil,1.174,0.257,0.115,1.391,1.679,0.088,0.0,1.9,40.66,3730743,0.00617,0.20953
ahmed_body,4.396,0.615,0.112,1.019,0.372,0.278,0.0,16.7,54.76,3680768,0.26376,0.07222
sphere,7.761,4.542,2.67,1.178,0.501,0.137,0.0,0.0,35.34,2746077,0.09748,0.01634
fsae,7.719,1.12,1.32,3.625,1.413,1.264,17.0,3.2,45.09,10781745,0.86892,-2.1824
wedge,2.774,0.287,0.46,1.587,1.261,0.526,0.0,23.6,28.04,2935322,0.52938,0.17985
fsae,6.24,1.566,1.222,3.862,1.405,1.269,37.7,1.5,23.34,5945850,0.97198,-3.06759
fsae,7.409,0.927,1.42,3.707,1.506,1.092,41.3,1.8,17.68,4323203,0.98817,-3.23506
sphere,6.863,0.239,2.116,1.378,0.575,1.146,0.0,0.0,8.47,769898,0.09878,0.00362
cylinder,7.753,0.62,1.804,1.029,0.815,0.794,0.0,0.0,8.67,588485,0.30754,-0.00556
wedge,2.764,1.314,0.739,0.612,1.204,0.629,0.0,33.4,18.22,735530,0.6485,0.22106
suv,13.558,5.829,2.56,4.772,2.065,1.789,0.1,3.4,36.67,11542826,0.37713,0.16698
airfoil,0.579,0.166,0.153,0.86,1.283,0.123,0.0,5.0,66.88,3793984,0.00857,0.54541
airfoil,3.727,0.251,0.032,1.29,1.339,0.138,0.0,0.4,36.45,3101616,0.00574,0.03468
cylinder,7.3,2.609,0.686,1.624,0.512,0.681,0.0,0.0,10.09,1080881,0.30306,-0.01044
truck,52.903,31.995,9.375,11.487,2.535,4.08,0.0,0.5,21.13,16010575,0.71826,0.06521
ahmed_body,4.48,0.745,0.088,1.073,0.367,0.259,0.0,12.5,42.35,2997464,0.26859,0.05169
wedge,5.71,0.7,1.105,1.014,0.305,0.326,0.0,32.8,16.19,1082893,0.62697,0.21542
wedge,1.099,1.292,1.432,0.625,0.853,0.751,0.0,10.1,30.57,1260307,0.3977,0.10717
suv,15.86,4.885,2.741,4.806,2.01,1.871,0.4,10.0,26.54,8413670,0.38395,0.14732
wedge,3.381,1.436,1.267,1.064,1.005,0.314,0.0,55.8,19.26,1351757,0.87742,0.33446
ahmed_body,4.244,0.898,0.099,1.063,0.395,0.306,0.0,11.3,48.96,3433013,0.26769,0.06678
suv,12.164,6.103,2.944,4.333,1.837,1.682,2.2,1.8,28.91,8262997,0.37498,0.129
airfoil,3.778,0.409,0.063,0.513,1.149,0.081,0.0,8.2,68.51,2318313,0.01271,0.90469
sphere,9.88,0.741,0.057,1.478,0.407,0.723,0.0,0.0,37.19,3625780,0.10232,-0.01007
truck,44.057,33.103,9.698,11.061,2.58,4.013,0.0,2.8,23.44,17102232,0.70389,0.08848
cylinder,2.075,0.415,0.962,0.963,0.791,0.735,0.0,0.0,17.1,1086234,0.30197,-0.013
sphere,1.888,3.244,2.094,1.44,1.459,1.275,0.0,0.0,49.12,4665752,0.10278,0.00431
fsae,5.911,1.578,1.572,3.364,1.435,1.068,16.8,2.5,16.26,3608090,0.90205,-2.19702
cylinder,4.961,2.473,0.669,1.076,0.788,0.896,0.0,0.0,36.22,2570760,0.30799,-0.01
suv,12.396,6.698,2.903,5.052,1.981,1.725,2.2,4.8,32.67,10887127,0.35483,0.15325
sedan,12.762,2.512,2.325,4.537,1.803,1.338,0.6,13.5,40.11,12003896,0.25657,0.20143
wedge,4.696,1.708,1.23,1.474,0.552,0.48,0.0,32.7,38.61,3754033,0.6211,0.21107
wedge,2.584,1.268,0.72,1.846,0.879,0.995,0.0,49.5,35.83,4362941,0.78606,0.29752
wedge,5.476,1.597,1.467,1.866,1.406,0.548,0.0,53.4,36.63,4508679,0.80968,0.29074
flat_plate,2.809,0.033,0.716,0.019,1.44,0.895,0.0,0.0,15.32,19201,1.2633,-0.0131
cylinder,7.69,1.106,1.117,2.684,0.566,0.332,0.0,0.0,26.04,4610248,0.29022,-0.00995
cylinder,4.833,1.284,1.955,1.717,0.266,0.679,0.0,0.0,27.6,3125937,0.29912,-0.01902
fsae,6.532,0.939,1.099,4.012,1.472,1.086,22.2,3.0,27.59,7301522,0.91369,-2.26691
sedan,11.183,3.545,2.113,4.169,1.606,1.359,4.9,19.8,44.41,12212750,0.28823,0.25728
sedan,9.861,3.954,2.277,4.804,1.875,1.416,0.6,15.0,24.01,7608446,0.24987,0.15066
sphere,7.109,2.461,0.203,0.481,0.424,0.549,0.0,0.0,38.93,1235180,0.09645,0.0046
airfoil,1.663,0.462,0.117,1.284,0.601,0.102,0.0,5.6,27.84,2357953,0.00931,0.62293
sphere,5.737,0.775,1.847,1.48,0.776,1.469,0.0,0.0,44.47,4341398,0.09913,-0.00526
sedan,8.138,4.337,2.348,4.763,1.628,1.333,0.2,19.2,24.72,7766580,0.29856,0.18386
ahmed_body,4.331,0.966,0.097,1.187,0.411,0.293,0.0,15.4,58.25,4560867,0.26138,0.06948
suv,16.453,5.467,2.521,4.877,1.802,1.666,2.6,1.2,33.45,10760927,0.3782,0.13962
fsae,7.064,1.317,1.084,4.27,1.333,1.012,17.2,2.5,24.37,6864109,0.84601,-2.14762
wedge,2.714,1.165,0.335,1.213,1.164,0.702,0.0,46.5,34.76,2781259,0.77247,0.28818
cylinder,3.806,0.579,0.171,2.219,0.306,0.587,0.0,0.0,44.1,6455007,0.30642,0.003
airfoil,1.039,0.34,0.151,1.248,1.677,0.101,0.0,4.9,66.33,5460412,0.00857,0.55104
sedan,11.578,4.196,1.97,4.166,1.776,1.327,4.7,19.3,39.82,10942620,0.28779,0.24589
truck,35.239,42.438,8.752,10.896,2.559,3.899,0.0,1.9,28.12,20210786,0.65602,0.07927
cylinder,4.365,2.649,0.792,0.604,0.741,0.159,0.0,0.0,32.48,1294058,0.2991,-0.00539
fsae,7.69,0.836,1.291,3.678,1.503,1.193,42.2,2.6,46.31,11235368,0.9707,-3.11068
sedan,11.797,3.317,2.023,4.417,1.846,1.306,4.8,18.8,27.54,8024022,0.30268,0.19308
wedge,2.081,1.177,1.329,0.708,1.126,0.758,0.0,35.8,27.06,1263752,0.64817,0.22806
fsae,5.992,1.338,1.362,3.681,1.586,1.227,44.9,1.0,45.17,10967729,1.00002,-3.15337
sphere,9.617,1.441,0.832,1.392,0.53,1.227,0.0,0.0,49.54,4548792,0.10053,-0.01296
cylinder,6.592,1.235,1.98,1.749,0.294,0.791,0.0,0.0,11.83,1364820,0.28744,-0.00074
airfoil,1.702,0.182,0.077,0.845,1.471,0.043,0.0,1.7,44.79,2496540,0.00621,0.18259
suv,13.041,4.616,3.099,4.784,1.847,1.825,2.6,1.9,20.45,6453351,0.3726,0.10405
airfoil,2.375,0.411,0.114,1.769,1.337,0.059,0.0,11.3,41.44,4835578,0.03288,1.16981
suv,12.732,5.407,3.049,4.61,2.022,1.744,1.2,9.5,22.84,6945409,0.38096,0.14874
cylinder,4.701,1.699,1.264,2.167,0.232,0.133,0.0,0.0,31.61,4518395,0.29844,-0.01728
suv,16.281,5.291,2.953,4.486,1.969,1.797,0.6,3.5,31.33,9270869,0.35941,0.1662
fsae,7.957,1.589,1.46,4.084,1.408,1.129,22.9,4.3,16.28,4385720,0.90647,-2.36739
cylinder,5.871,2.591,1.584,1.443,0.849,0.198,0.0,0.0,26.32,2505261,0.29359,-0.01191
wedge,3.064,1.125,1.492,1.72,1.034,0.924,0.0,41.8,33.52,3803061,0.72339,0.24565
sedan,11.615,3.53,1.893,4.725,1.749,1.403,4.1,14.8,31.11,9696224,0.24059,0.19706
truck,34.94,42.492,8.469,12.641,2.494,4.1,0.0,4.5,31.06,25899041,0.71424,0.06187
sedan,11.272,3.661,2.08,4.065,1.683,1.301,4.9,17.9,33.41,8958552,0.2454,0.18746
wedge,2.437,1.161,0.883,0.692,1.038,0.422,0.0,41.5,30.11,1374414,0.73237,0.23483
airfoil,1.906,0.067,0.124,1.422,0.986,0.172,0.0,2.2,28.19,2644207,0.00635,0.24336
airfoil,1.736,0.483,0.133,0.986,0.723,0.13,0.0,3.9,46.49,3023690,0.00745,0.43804
sedan,11.491,4.141,2.243,4.602,1.64,1.379,4.1,17.7,47.13,14306877,0.23311,0.24788
suv,14.17,6.469,3.161,4.576,2.075,1.7,1.9,6.3,27.93,8430586,0.37347,0.15223
fsae,6.807,1.353,1.545,4.343,1.35,1.281,20.0,4.6,24.93,7141886,0.88463,-2.32219
wedge,5.564,0.84,0.726,1.665,0.741,0.241,0.0,41.4,26.58,2919241,0.71491,0.24712
wedge,3.176,1.816,0.444,1.237,0.799,0.897,0.0,20.7,48.39,3948445,0.50038,0.15917
airfoil,0.979,0.329,0.083,1.142,0.676,0.055,0.0,7.2,38.21,2878352,0.01102,0.77029
truck,45.408,42.766,8.335,12.916,2.433,3.722,0.0,4.7,22.26,18965050,0.73487,0.097
wedge,4.641,1.968,1.301,0.795,0.655,0.535,0.0,48.2,27.24,1428483,0.75259,0.28855
fsae,6.912,1.356,1.278,3.591,1.663,1.026,15.4,3.7,15.64,3704699,0.89399,-2.21419
ahmed_body,3.62,0.95,0.082,1.044,0.402,0.262,0.0,20.1,51.28,3531420,0.27738,0.06906
suv,14.537,4.87,3.04,4.77,1.829,1.727,1.5,7.9,37.93,11934439,0.38197,0.15631
cylinder,6.267,1.245,0.269,1.515,0.978,0.863,0.0,0.0,10.74,1073292,0.30643,0.00385
sedan,11.699,3.396,2.231,4.527,1.647,1.349,1.2,17.1,30.63,9146571,0.2466,0.18791
fsae,7.401,1.541,1.27,4.498,1.685,1.042,20.6,0.1,36.57,10850387,0.85811,-2.35989
cylinder,5.144,0.56,0.477,1.585,0.314,0.198,0.0,0.0,13.11,1370670,0.29458,0.01132
wedge,4.559,1.237,0.695,1.685,0.706,0.217,0.0,52.1,39.79,4422569,0.85094,0.32465
fsae,8.0,0.97,1.378,3.742,1.444,1.065,25.9,0.7,29.73,7338368,0.9466,-2.5783
suv,12.97,4.609,2.851,5.136,2.0,1.639,2.5,5.0,39.39,13344792,0.3698,0.18071
sphere,11.384,2.124,1.587,0.137,1.096,0.291,0.0,0.0,47.04,425098,0.22477,0.00237
sphere,8.902,3.766,0.123,1.455,1.048,0.262,0.0,0.0,26.81,2573123,0.09917,0.01547
cylinder,4.668,0.66,1.058,2.626,0.764,0.487,0.0,0.0,15.03,2603482,0.29357,-0.01069
fsae,6.144,1.032,1.282,3.685,1.582,1.216,23.7,1.4,22.52,5474024,0.89891,-2.35022
suv,15.149,4.026,2.946,4.544,2.061,1.843,1.5,3.3,41.31,12382100,0.36888,0.17831
sedan,10.205,4.172,2.169,4.905,1.696,1.43,1.0,17.7,45.5,14721471,0.24271,0.25432
cylinder,7.114,2.703,1.027,1.978,0.224,0.356,0.0,0.0,27.9,3640251,0.2947,-0.01814
wedge,5.92,0.641,0.213,1.736,1.082,0.536,0.0,33.3,39.0,4465963,0.59737,0.21629
suv,17.817,4.427,2.908,5.011,2.047,1.724,2.7,6.6,26.95,8908077,0.37634,0.13466
fsae,5.888,1.155,1.067,4.074,1.396,1.122,36.8,0.7,46.75,12563292,0.94574,-3.0089
sedan,8.903,3.8,2.138,4.642,1.647,1.46,3.8,15.4,27.79,8509313,0.25952,0.17832
fsae,7.003,1.046,1.012,3.384,1.411,1.205,29.7,3.4,48.15,10747995,0.88466,-2.61869
sedan,9.103,2.755,2.127,4.331,1.648,1.371,2.4,14.3,24.1,6885033,0.24938,0.15298
airfoil,0.96,0.099,0.166,1.976,1.578,0.122,0.0,6.6,33.17,4323478,0.01015,0.68565
sphere,10.796,3.768,2.507,0.931,0.476,1.334,0.0,0.0,35.38,2172743,0.0974,0.01844
cylinder,1.964,2.82,0.378,1.459,0.112,0.631,0.0,0.0,47.24,4546383,0.29733,0.01638
sedan,12.025,3.817,2.033,4.955,1.68,1.355,4.6,13.2,21.69,7089311,0.26027,0.14387
cylinder,1.062,2.825,1.356,2.901,0.884,0.327,0.0,0.0,47.45,9079977,0.30097,0.00291
fsae,7.121,1.466,1.031,3.956,1.647,1.132,21.0,1.2,40.61,10597174,0.84645,-2.33729
sedan,11.818,3.048,2.133,4.37,1.766,1.436,3.8,15.7,27.74,7996293,0.24513,0.17905
sedan,11.646,3.208,1.959,4.423,1.805,1.408,2.5,19.2,39.39,11492214,0.30297,0.25498
sphere,7.986,1.671,2.059,0.819,1.183,1.27,0.0,0.0,16.49,890852,0.10231,0.00918
wedge,1.082,1.107,1.286,2.485,0.941,0.794,0.0,13.4,30.15,4942134,0.42521,0.12305
airfoil,3.386,0.282,0.175,1.728,1.147,0.06,0.0,2.8,29.51,3363673,0.00669,0.28842
truck,47.592,31.157,6.843,8.57,2.504,3.534,0.0,2.3,27.21,15381906,0.64354,0.08057
fsae,7.286,1.32,1.391,4.254,1.482,1.126,34.0,0.8,37.16,10427351,0.97083,-2.74847
fsae,7.452,0.91,1.203,3.233,1.444,1.065,30.5,1.0,24.66,5258956,0.923,-2.77383
fsae,5.934,0.843,1.381,4.323,1.369,1.147,16.3,3.7,21.12,6022544,0.86469,-2.15409
wedge,2.143,0.75,0.623,0.681,0.644,0.979,0.0,44.6,37.9,1702500,0.72884,0.27746
wedge,5.671,0.415,1.249,0.507,0.664,0.668,0.0,26.0,14.34,479577,0.54741,0.19077
fsae,8.387,0.991,1.342,4.371,1.428,1.059,43.3,4.6,27.17,7833778,0.99516,-3.31645
fsae,7.726,1.56,1.106,4.363,1.608,1.111,37.3,1.0,17.55,5050834,0.93074,-2.94073
sedan,8.018,2.773,2.041,4.838,1.9,1.324,3.3,17.1,36.8,11743958,0.24075,0.20921
ahmed_body,4.046,0.64,0.094,1.151,0.404,0.28,0.0,39.5,59.61,4525799,0.34882,0.11792
wedge,3.837,1.873,0.733,1.528,1.086,0.477,0.0,29.8,25.44,2564137,0.56549,0.21353
truck,36.672,26.654,6.615,10.937,2.466,4.151,0.0,3.1,27.35,19731329,0.63018,0.06909
fsae,7.396,1.296,1.028,3.391,1.522,1.138,31.8,0.4,32.64,7300939,0.93563,-2.85839
wedge,2.144,0.759,0.872,1.615,1.261,0.518,0.0,29.2,17.27,1839779,0.59471,0.18771
sphere,2.952,4.484,1.878,0.962,0.364,0.437,0.0,0.0,41.2,2614406,0.10324,-0.00269
sphere,2.089,0.166,2.497,0.835,0.767,1.431,0.0,0.0,21.06,1159967,0.09634,0.00942
cylinder,3.4,2.359,1.599,2.874,0.883,0.802,0.0,0.0,45.55,8635270,0.30947,0.00137
airfoil,1.749,0.228,0.033,1.34,0.559,0.08,0.0,11.5,44.34,3919235,0.03781,1.22727
wedge,3.802,0.912,0.879,0.553,0.991,0.869,0.0,40.4,26.83,978693,0.71847,0.24748
fsae,6.511,1.282,1.584,4.268,1.461,1.05,35.2,1.1,37.26,10489821,0.98828,-2.77206
ahmed_body,4.954,0.66,0.089,1.064,0.385,0.292,0.0,10.4,35.55,2495066,0.26174,0.05605
ahmed_body,4.397,0.839,0.084,1.072,0.37,0.303,0.0,32.8,31.17,2204106,0.3259,0.10761
fsae,6.197,1.169,1.362,3.991,1.689,1.159,37.0,2.2,41.5,10925231,0.98455,-3.07739
sphere,2.449,2.362,2.052,0.243,0.29,0.43,0.0,0.0,24.82,397840,0.27583,-0.00436
fsae,6.174,1.239,1.05,3.34,1.451,1.258,22.3,1.4,21.71,4783074,0.89497,-2.22901
ahmed_body,4.201,0.79,0.094,1.017,0.406,0.3,0.0,18.8,38.31,2570005,0.27602,0.07289
sedan,9.058,2.766,2.251,4.119,1.746,1.456,0.1,15.8,21.06,5722041,0.2491,0.14162
truck,40.264,24.286,7.932,10.792,2.557,3.652,0.0,4.2,31.69,22559266,0.69242,0.08252
sedan,12.004,3.779,2.316,4.395,1.847,1.393,0.5,14.8,46.4,13451715,0.25959,0.25805
sedan,10.601,3.232,2.012,4.612,1.855,1.381,0.4,10.6,33.15,10084947,0.25782,0.16874
ahmed_body,4.091,0.82,0.096,0.911,0.364,0.301,0.0,23.7,53.3,3202922,0.29557,0.08487
sedan,11.808,2.771,1.839,4.578,1.792,1.401,2.3,13.1,48.92,14772807,0.25908,0.23378
sphere,9.014,2.389,0.281,0.99,0.651,0.178,0.0,0.0,16.74,1093179,0.09636,-0.00493
cylinder,7.06,2.954,0.887,1.714,0.7,0.622,0.0,0.0,39.43,4457983,0.28756,-0.00852
sedan,11.711,2.673,1.988,4.674,1.637,1.369,1.6,12.1,28.48,8780707,0.26178,0.15896
fsae,7.353,0.8,1.537,3.927,1.637,1.267,35.6,1.8,35.8,9273522,0.99102,-2.85437
suv,14.101,5.308,2.633,4.951,1.889,1.664,0.9,0.3,33.82,11045041,0.37188,0.16282
sedan,11.722,3.446,2.035,4.569,1.784,1.313,1.7,11.0,32.59,9822144,0.25875,0.16964
airfoil,1.689,0.439,0.071,1.215,1.651,0.089,0.0,8.3,70.27,5631797,0.01316,0.91404
ahmed_body,4.481,0.965,0.095,1.056,0.369,0.315,0.0,4.0,35.01,2438691,0.25188,0.01956
airfoil,1.747,0.053,0.114,1.935,1.138,0.176,0.0,7.0,71.78,9161893,0.01127,0.79187
sphere,6.487,2.277,2.305,0.715,0.125,1.302,0.0,0.0,21.41,1009772,0.09949,-0.01666
sphere,2.656,0.22,1.601,0.979,1.408,1.221,0.0,0.0,34.38,2220186,0.10017,-0.01191
flat_plate,5.752,0.046,1.179,0.04,0.849,0.908,0.0,0.0,21.31,56227,1.24488,-0.01376
sphere,10.525,1.49,1.064,0.865,0.538,0.407,0.0,0.0,32.14,1833846,0.1008,0.0191
sedan,12.496,4.16,2.143,4.752,1.811,1.338,0.1,16.6,41.46,12995905,0.24817,0.23634
sedan,9.99,3.202,2.252,4.864,1.679,1.376,1.0,17.0,48.8,15657203,0.24181,0.27325
wedge,5.965,1.658,1.478,2.009,0.45,0.551,0.0,12.0,42.74,5663896,0.41288,0.14177
fsae,6.525,1.323,1.243,4.207,1.677,1.282,18.3,2.0,21.1,5855389,0.88365,-2.26491
sphere,8.121,4.27,1.867,0.984,1.322,0.173,0.0,0.0,30.79,1998507,0.09793,0.00038
suv,14.072,4.073,3.092,5.182,1.955,1.889,1.2,6.8,29.39,10046107,0.37405,0.13199
cylinder,1.822,2.067,1.269,1.377,0.853,0.266,0.0,0.0,27.06,2457891,0.29613,-0.00643
airfoil,3.888,0.306,0.091,0.861,1.785,0.211,0.0,9.5,66.65,3785333,0.01499,1.04197
cylinder,5.615,0.448,1.413,2.758,0.823,0.153,0.0,0.0,25.39,4619104,0.29058,-0.02241
fsae,6.702,1.534,1.34,4.02,1.501,1.021,17.6,2.8,22.74,6030000,0.89357,-2.17794
cylinder,3.586,2.294,1.4,1.159,0.601,0.925,0.0,0.0,17.97,1373828,0.30381,0.00339
cylinder,2.653,0.849,1.966,1.869,0.153,0.448,0.0,0.0,43.9,5412210,0.2946,-0.00289
suv,15.539,4.196,2.938,4.79,2.076,1.616,0.0,9.6,22.93,7245033,0.38465,0.13578
ahmed_body,4.434,0.678,0.092,0.935,0.351,0.292,0.0,36.6,27.33,1685590,0.33598,0.12893
wedge,3.004,0.651,0.35,1.713,0.728,0.469,0.0,18.8,27.62,3120914,0.4849,0.16249
airfoil,0.53,0.229,0.146,0.724,0.713,0.146,0.0,9.6,31.93,1524889,0.01528,1.07448
sedan,11.255,3.15,2.395,4.584,1.855,1.341,3.0,13.3,45.1,13637098,0.26391,0.23198
sedan,9.871,3.274,2.263,4.664,1.609,1.479,1.8,19.3,48.45,14905726,0.30906,0.27687
wedge,2.855,0.296,0.259,2.384,0.957,0.926,0.0,19.9,28.19,4433045,0.51058,0.14461
cylinder,3.034,2.92,0.18,0.987,0.679,0.414,0.0,0.0,37.17,2419973,0.29659,0.01641
sphere,5.083,3.869,0.272,0.508,1.388,0.397,0.0,0.0,12.21,409148,0.25129,-0.00107
ahmed_body,4.981,0.772,0.1,1.141,0.401,0.292,0.0,17.3,24.83,1868801,0.26894,0.06782
fsae,7.289,0.857,1.462,4.043,1.591,1.177,32.7,0.8,17.91,4776394,0.9837,-2.87364
airfoil,1.704,0.347,0.127,0.586,1.402,0.194,0.0,3.8,29.82,1152673,0.00749,0.419
fsae,5.662,1.404,1.191,3.702,1.476,1.056,25.3,4.8,24.8,6056042,0.88501,-2.55937
airfoil,0.792,0.176,0.161,0.948,1.287,0.087,0.0,5.6,52.81,3302367,0.00902,0.5982
truck,49.08,22.899,6.829,11.655,2.586,3.794,0.0,2.0,25.93,19934970,0.71569,0.08787
fsae,8.304,1.382,1.332,4.403,1.301,1.069,29.9,2.6,19.52,5669298,0.93598,-2.62317
ahmed_body,4.805,0.885,0.098,1.066,0.383,0.303,0.0,36.7,25.46,1790261,0.33865,0.11214
airfoil,3.456,0.333,0.176,0.596,1.695,0.125,0.0,2.9,66.39,2610055,0.00715,0.32785
suv,15.431,5.445,3.165,5.104,1.83,1.794,2.5,0.4,38.35,12911504,0.36091,0.17498
ahmed_body,4.287,0.877,0.108,1.182,0.412,0.27,0.0,23.7,55.8,4350633,0.29453,0.09678
wedge,5.774,1.738,0.883,2.078,0.53,0.692,0.0,33.3,32.2,4413694,0.65118,0.23171
flat_plate,0.576,0.023,2.403,0.044,0.941,1.718,0.0,0.0,13.57,39385,1.21431,0.00378
wedge,3.123,1.871,1.176,0.893,0.435,0.582,0.0,22.5,31.66,1864933,0.51254,0.16225
wedge,1.046,1.808,1.406,2.114,0.702,0.823,0.0,49.4,24.66,3438736,0.78514,0.28733
sedan,8.778,2.686,2.333,4.393,1.883,1.333,0.5,14.2,31.11,9014923,0.24601,0.16582
fsae,8.055,1.254,1.447,4.184,1.603,1.127,34.5,2.8,23.49,6482992,0.96736,-3.04782
truck,45.77,27.058,9.475,14.827,2.553,4.132,0.0,0.6,32.09,31385121,0.72158,0.04754
sedan,11.322,3.73,2.312,4.239,1.785,1.318,1.6,19.7,20.53,5740546,0.30219,0.15207
airfoil,3.862,0.425,0.151,0.522,1.677,0.164,0.0,9.5,34.98,1204456,0.01487,1.0865
fsae,7.84,0.908,1.049,3.489,1.322,1.033,44.3,2.1,47.04,10826026,0.98056,-3.28068
fsae,7.167,1.256,1.409,4.235,1.476,1.181,24.9,0.5,37.79,10556771,0.92982,-2.49489
ahmed_body,3.826,0.871,0.114,1.163,0.36,0.255,0.0,31.8,52.27,4009895,0.3178,0.10278
airfoil,0.556,0.251,0.151,1.157,1.632,0.056,0.0,10.8,70.66,5392719,0.02454,1.16132
flat_plate,1.205,0.034,0.299,0.031,1.295,0.675,0.0,0.0,7.22,14764,1.28774,-0.00065
fsae,6.331,1.297,1.223,4.089,1.574,1.152,25.7,4.9,23.33,6292637,0.87472,-2.59761
cylinder,7.515,0.136,0.967,2.668,0.431,0.247,0.0,0.0,14.5,2551847,0.29423,0.00412
cylinder,3.219,1.57,1.85,2.438,0.667,0.377,0.0,0.0,30.36,4882433,0.29506,0.01212
fsae,7.557,1.347,1.433,3.676,1.386,1.07,29.9,3.0,17.83,4323422,0.94049,-2.62439
sphere,5.471,3.981,2.724,0.694,0.149,0.551,0.0,0.0,10.27,470144,0.14967,-0.00636
wedge,3.953,0.838,0.524,0.725,1.093,0.265,0.0,51.1,11.71,560010,0.80921,0.32171
fsae,5.659,1.116,1.351,4.226,1.367,1.264,26.8,4.5,22.48,6266522,0.90451,-2.50667
wedge,2.064,1.085,0.297,1.603,0.785,0.867,0.0,25.4,10.12,1070077,0.55794,0.17482
ahmed_body,4.467,0.98,0.091,1.033,0.373,0.291,0.0,6.4,44.27,3016551,0.25749,0.03604
cylinder,6.27,2.644,0.451,1.307,0.284,0.975,0.0,0.0,10.19,878518,0.29373,-0.00759
ahmed_body,4.084,0.72,0.085,1.07,0.38,0.253,0.0,15.3,41.34,2917797,0.2671,0.06029
flat_plate,2.704,0.038,1.916,0.036,0.767,0.859,0.0,0.0,18.26,43361,1.23715,-0.00217
suv,16.451,4.663,3.062,4.465,2.003,1.658,1.0,0.0,39.39,11601342,0.37148,0.18912
airfoil,0.636,0.491,0.124,0.547,0.511,0.232,0.0,9.5,65.14,2350368,0.01526,1.06224
sedan,12.587,4.273,2.348,4.823,1.617,1.378,1.0,19.1,43.49,13835902,0.30073,0.23405
cylinder,7.413,1.013,1.188,1.325,0.656,0.468,0.0,0.0,47.92,4188259,0.29885,0.00532
fsae,6.58,1.391,1.515,4.419,1.347,1.076,25.6,3.3,44.93,13096680,0.92806,-2.56363
sedan,9.138,2.616,2.334,4.415,1.888,1.473,1.0,13.7,39.99,11646164,0.25151,0.22837
wedge,5.296,1.136,0.993,0.842,0.599,0.756,0.0,13.8,41.04,2279398,0.43912,0.11367
wedge,1.641,1.351,0.64,2.429,0.424,0.468,0.0,47.5,15.75,2523532,0.78389,0.29521
cylinder,3.23,2.1,0.507,1.479,0.72,0.533,0.0,0.0,7.69,750232,0.30378,-0.00583
sedan,8.384,3.381,2.045,4.437,1.843,1.436,3.2,13.6,30.17,8830098,0.25117,0.16177
wedge,4.414,0.977,0.755,1.108,0.449,0.693,0.0,33.9,20.82,1521673,0.67153,0.2274
ahmed_body,3.607,0.832,0.104,0.924,0.356,0.268,0.0,3.2,32.21,1963195,0.24779,0.02705
sedan,11.369,3.526,2.16,4.814,1.811,1.452,2.9,19.1,24.84,7887847,0.30748,0.18064
truck,46.571,33.406,6.229,14.167,2.538,3.968,0.0,1.4,32.19,30081513,0.69543,0.05637
